Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
19,1994,P,Greg Maddux,28,25,73,63,5,14,2,0,0,2,0,0,1,19,0.222,0.234,0.254,0.488,27,16,2,0,9,0,0,Right,No
20,1994,P,Tom Glavine,28,26,70,56,4,10,1,0,0,3,0,0,5,15,0.179,0.246,0.196,0.442,17,11,0,0,9,0,0,Left,No
21,1994,P,Steve Avery,24,24,58,49,4,5,2,0,0,5,0,0,1,16,0.102,0.115,0.143,0.258,-33,7,0,0,6,2,0,Left,No
22,1994,P,John Smoltz,27,21,47,37,6,6,1,0,1,1,0,0,4,14,0.162,0.244,0.27,0.514,33,10,1,0,6,0,0,Right,No
23,1994,P,Kent Mercker,26,20,43,37,0,2,0,0,0,2,0,0,2,15,0.054,0.1,0.054,0.154,-58,2,0,0,3,1,0,Left,No
24,1994,P,Mike Stanton,27,49,4,3,0,2,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.333,248,2,0,0,1,0,0,Left,No
25,1994,P,Mike Bielecki,34,19,4,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
26,1994,P,Steve Bedrosian,36,46,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,161,1,0,0,0,0,0,Right,No
27,1994,P,Brad Woodall,25,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,161,1,0,0,0,0,0,Right,Yes
28,1994,P,Mark Wohlers,24,51,2,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,422,1,0,0,1,0,0,Right,No
29,1994,P,Greg McMichael,27,51,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
30,1994,P,Gregg Olson,27,16,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
31,1994,P,Milt Hill,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1993,C,Damon Berryhill,29,115,363,335,24,82,18,2,8,43,0,0,21,64,0.245,0.291,0.382,0.673,79,128,7,2,2,3,1,Right,Yes
2,1993,1B,Sid Bream,32,117,311,277,33,72,14,1,9,35,4,2,31,43,0.26,0.332,0.415,0.747,99,115,6,0,1,2,3,Left,No
3,1993,2B,Mark Lemke,27,151,569,493,52,124,19,2,7,49,1,2,65,50,0.252,0.335,0.341,0.676,82,168,21,0,5,6,13,Right,Yes
4,1993,SS,Jeff Blauser,27,161,710,597,110,182,29,2,15,73,16,6,85,109,0.305,0.401,0.436,0.837,125,260,13,16,5,7,0,Right,No
5,1993,3B,Terry Pendleton,32,161,682,633,81,172,33,1,17,84,5,1,36,97,0.272,0.311,0.408,0.718,91,258,18,3,3,7,5,Right,Yes
6,1993,LF,Ron Gant,28,157,682,606,113,166,27,4,36,117,26,9,67,117,0.274,0.345,0.51,0.854,126,309,14,2,0,7,2,Right,No
7,1993,CF,Otis Nixon,34,134,532,461,77,124,12,3,1,24,47,13,61,63,0.269,0.351,0.315,0.666,81,145,10,0,5,5,2,Right,Yes
8,1993,RF,David Justice,27,157,670,585,90,158,15,4,40,120,3,5,78,90,0.27,0.357,0.515,0.871,131,301,9,3,0,4,12,Left,No
9,1993,C,Greg Olson,32,83,295,262,23,59,10,0,4,24,1,0,29,27,0.225,0.304,0.309,0.613,65,81,11,1,2,1,0,Right,No
10,1993,CF,Deion Sanders,25,95,294,272,42,75,18,6,6,28,19,7,16,42,0.276,0.321,0.452,0.773,105,123,3,3,1,2,3,Left,No
11,1993,1B,Fred McGriff,29,68,291,255,59,79,18,1,19,55,1,0,34,51,0.31,0.392,0.612,1.004,165,156,5,1,0,1,2,Left,No
12,1993,1B,Francisco Cabrera,26,70,91,83,8,20,3,0,4,11,0,0,8,21,0.241,0.308,0.422,0.729,94,35,2,0,0,0,1,Right,No
13,1993,MI,Rafael Belliard,31,91,89,79,6,18,5,0,0,6,0,0,4,13,0.228,0.291,0.291,0.582,57,23,1,3,3,0,0,Right,No
14,1993,1B,Brian Hunter,25,37,85,80,4,11,3,1,0,8,0,0,2,15,0.138,0.153,0.2,0.353,-6,16,1,0,0,3,1,Right,No
15,1993,UT,Bill Pecota,33,72,65,62,17,20,2,1,0,5,1,1,2,5,0.323,0.344,0.387,0.731,96,24,0,0,1,0,0,Right,No
16,1993,OF,Tony Tarasco,22,24,37,35,6,8,2,0,0,2,0,1,0,5,0.229,0.243,0.286,0.529,42,10,1,1,0,1,0,Left,No
17,1993,UT,Ryan Klesko,22,22,20,17,3,6,1,0,2,5,0,0,3,4,0.353,0.45,0.765,1.215,219,13,0,0,0,0,1,Left,No
18,1993,C,Javy Lopez,22,8,17,16,1,6,1,1,1,2,0,0,0,2,0.375,0.412,0.75,1.162,204,12,0,1,0,0,0,Right,No
19,1993,SS,Chipper Jones,21,8,4,3,2,2,1,0,0,0,0,0,1,1,0.667,0.75,1.0,1.75,365,3,0,0,0,0,0,Right,Yes
20,1993,2B,Ramon Caraballo,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,Yes
21,1993,P,Greg Maddux,27,36,102,91,5,15,1,0,0,4,0,0,1,32,0.165,0.174,0.176,0.35,-6,16,0,0,10,0,0,Right,No
22,1993,P,Tom Glavine,27,36,96,81,3,14,1,0,0,3,0,0,4,27,0.173,0.212,0.185,0.397,8,15,1,0,11,0,0,Left,No
23,1993,P,John Smoltz,26,35,91,71,2,13,1,0,0,4,1,1,9,24,0.183,0.275,0.197,0.472,30,14,2,0,11,0,0,Right,No
24,1993,P,Steve Avery,23,35,85,75,4,12,4,0,0,5,0,0,2,19,0.16,0.182,0.213,0.395,6,16,1,0,8,0,0,Left,No
25,1993,P,Pete Smith,27,20,32,27,2,6,1,0,0,5,0,0,1,11,0.222,0.241,0.259,0.501,35,7,0,0,3,1,0,Right,No
26,1993,P,Kent Mercker,25,43,13,13,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
27,1993,P,Greg McMichael,26,74,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,1,0,0,0,0,Right,No
28,1993,P,Steve Bedrosian,35,49,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
29,1993,P,Marvin Freeman,30,21,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,Right,No
30,1993,P,Jay Howell,37,54,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
31,1993,P,Pedro Borbón,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
32,1993,P,Mark Wohlers,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
33,1993,P,Mike Stanton,26,63,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1992,C,Greg Olson,31,95,340,302,27,72,14,2,3,27,2,1,34,31,0.238,0.316,0.328,0.643,78,99,8,1,1,2,4,Right,No
2,1992,1B,Sid Bream,31,125,427,372,30,97,25,1,10,61,6,0,46,51,0.261,0.34,0.414,0.754,107,154,3,1,3,4,2,Left,No
3,1992,2B,Mark Lemke,26,155,491,427,38,97,7,4,6,26,0,3,50,39,0.227,0.307,0.304,0.611,70,130,9,0,12,2,11,Right,Yes
4,1992,SS,Rafael Belliard,30,144,315,285,20,60,6,1,0,14,0,1,14,43,0.211,0.255,0.239,0.494,37,68,6,3,13,0,4,Right,No
5,1992,3B,Terry Pendleton,31,160,689,640,98,199,39,1,21,105,5,2,37,67,0.311,0.345,0.473,0.818,124,303,16,0,5,7,8,Right,Yes
6,1992,LF,Ron Gant,27,153,602,544,74,141,22,6,17,80,32,10,45,101,0.259,0.321,0.415,0.736,102,226,10,7,0,6,5,Right,No
7,1992,CF,Otis Nixon,33,120,502,456,79,134,14,2,2,22,41,18,39,54,0.294,0.348,0.346,0.695,93,158,4,0,5,2,0,Right,Yes
8,1992,RF,David Justice,26,144,571,484,78,124,19,5,21,72,2,4,79,85,0.256,0.359,0.446,0.805,121,216,1,2,0,6,8,Left,No
9,1992,MI,Jeff Blauser,26,123,403,343,61,90,19,3,14,46,5,5,46,82,0.262,0.354,0.458,0.811,123,157,2,4,7,3,2,Right,No
10,1992,C,Damon Berryhill,28,101,328,307,21,70,16,1,10,43,0,2,17,67,0.228,0.268,0.384,0.653,78,118,4,1,0,3,4,Right,Yes
11,1992,CF,Deion Sanders,24,97,325,303,54,92,6,14,8,28,26,9,18,52,0.304,0.346,0.495,0.841,130,150,5,2,1,1,0,Left,No
12,1992,1B,Brian Hunter,24,102,268,238,34,57,13,2,14,41,1,2,21,50,0.239,0.292,0.487,0.78,112,116,2,0,1,8,3,Right,No
13,1992,LF,Lonnie Smith,36,84,182,158,23,39,8,2,6,33,4,0,17,37,0.247,0.324,0.437,0.761,108,69,1,3,0,4,1,Right,No
14,1992,2B,Jeff Treadway,29,61,136,126,5,28,6,1,0,5,1,2,9,16,0.222,0.274,0.286,0.56,55,36,3,0,1,0,4,Left,No
15,1992,C,Jerry Willard,32,26,24,23,2,8,1,0,2,7,0,0,1,3,0.348,0.375,0.652,1.027,178,15,3,0,0,0,1,Left,No
16,1992,OF,Melvin Nieves,20,12,21,19,0,4,1,0,0,1,0,0,2,7,0.211,0.286,0.263,0.549,53,5,0,0,0,0,0,Right,Yes
17,1992,OF,Tommy Gregg,28,18,20,19,1,5,0,0,1,1,1,0,1,7,0.263,0.3,0.421,0.721,97,8,1,0,0,0,0,Left,No
18,1992,IF,Vinny Castilla,24,9,18,16,1,4,1,0,0,1,0,0,1,4,0.25,0.333,0.313,0.646,79,5,0,1,0,0,1,Right,No
19,1992,C,Javy Lopez,21,9,16,16,3,6,2,0,0,2,0,0,0,1,0.375,0.375,0.5,0.875,140,8,0,0,0,0,0,Right,No
20,1992,1B,Ryan Klesko,21,13,15,14,0,0,0,0,0,1,0,0,0,5,0.0,0.067,0.0,0.067,-80,0,0,1,0,0,0,Left,No
21,1992,UT,Steve Lyons,32,11,14,14,0,1,0,1,0,1,0,0,0,4,0.071,0.071,0.214,0.286,-24,3,1,0,0,0,0,Left,No
22,1992,C,Francisco Cabrera,25,12,11,10,2,3,0,0,2,3,0,0,1,1,0.3,0.364,0.9,1.264,238,9,0,0,0,0,0,Right,No
23,1992,P,John Smoltz,25,36,91,75,7,12,0,0,1,4,0,0,6,32,0.16,0.222,0.2,0.422,18,15,1,0,10,0,0,Right,No
24,1992,P,Tom Glavine,26,35,90,77,11,19,1,1,0,7,0,0,3,10,0.247,0.272,0.286,0.557,54,22,0,0,9,1,0,Left,No
25,1992,P,Steve Avery,22,35,88,76,8,13,2,1,0,4,0,1,3,22,0.171,0.203,0.224,0.426,18,17,0,0,9,0,0,Left,No
26,1992,P,Charlie Leibrandt,35,32,68,58,1,7,1,0,0,4,0,0,1,12,0.121,0.133,0.138,0.271,-25,8,1,0,8,1,0,Right,No
27,1992,P,Pete Smith,26,12,31,26,1,1,0,0,0,2,0,0,2,11,0.038,0.107,0.038,0.146,-58,1,0,0,3,0,0,Right,No
28,1992,P,Mike Bielecki,32,19,28,24,1,3,0,0,0,0,0,0,0,13,0.125,0.125,0.125,0.25,-31,3,1,0,4,0,0,Right,No
29,1992,P,David Nied,23,6,7,7,1,2,0,0,0,0,0,0,0,2,0.286,0.286,0.286,0.571,58,2,0,0,0,0,0,Right,No
30,1992,P,Kent Mercker,24,53,5,5,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
31,1992,P,Marvin Freeman,29,58,4,4,0,2,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1.0,177,2,0,0,0,0,0,Right,No
32,1992,P,Armando Reynoso,26,3,3,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
33,1992,P,Mark Wohlers,22,32,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,1992,P,Mike Stanton,25,65,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,177,1,0,0,0,0,0,Left,No
35,1992,P,Alejandro Pena,33,41,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1992,P,Juan Berenguer,37,28,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1992,P,Ben Rivera,24,8,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
38,1992,P,Mark Davis,31,14,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
39,1992,P,Randy St. Claire,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,1992,P,Pedro Borbón,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,1992,P,Jeff Reardon,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1991,C,Greg Olson,30,133,464,411,46,99,25,0,6,44,1,1,44,48,0.241,0.316,0.345,0.662,82,142,13,3,2,4,3,Right,No
2,1991,1B,Sid Bream,30,91,298,265,32,67,12,0,11,45,0,3,25,31,0.253,0.313,0.423,0.736,101,112,8,0,4,4,5,Left,No
3,1991,2B,Jeff Treadway,28,106,336,306,41,98,17,2,3,32,2,2,23,19,0.32,0.368,0.418,0.787,116,128,8,2,2,3,1,Left,No
4,1991,SS,Rafael Belliard,29,149,385,353,36,88,9,2,0,27,3,1,22,63,0.249,0.296,0.286,0.582,61,101,4,2,7,1,2,Right,No
5,1991,3B,Terry Pendleton,30,153,644,586,94,187,34,8,22,86,10,2,43,70,0.319,0.363,0.517,0.88,139,303,16,1,7,7,8,Right,Yes
6,1991,LF,Lonnie Smith,35,122,416,353,58,97,19,1,7,44,9,5,50,64,0.275,0.377,0.394,0.771,113,139,4,9,2,2,3,Right,No
7,1991,CF,Ron Gant,26,154,642,561,101,141,35,3,32,105,34,15,71,104,0.251,0.338,0.496,0.834,127,278,6,5,0,5,8,Right,No
8,1991,RF,David Justice,25,109,469,396,67,109,25,1,21,87,8,8,65,81,0.275,0.377,0.503,0.88,140,199,4,3,0,5,9,Left,No
9,1991,OF,Otis Nixon,32,124,460,401,81,119,10,1,0,26,72,21,47,40,0.297,0.371,0.327,0.698,94,131,5,2,7,3,3,Right,Yes
10,1991,MI,Jeff Blauser,25,129,415,352,49,91,14,3,11,54,5,6,54,59,0.259,0.358,0.409,0.767,111,144,4,2,4,3,4,Right,No
11,1991,2B,Mark Lemke,25,136,308,269,36,63,11,2,2,23,1,2,29,27,0.234,0.305,0.312,0.617,70,84,9,0,6,4,2,Right,Yes
12,1991,1B,Brian Hunter,23,97,291,271,32,68,16,1,12,50,0,2,17,48,0.251,0.296,0.45,0.746,102,122,6,1,0,2,0,Right,No
13,1991,C,Mike Heath,36,49,150,139,4,29,3,1,1,12,0,0,7,26,0.209,0.25,0.266,0.516,42,37,4,1,2,1,5,Right,No
14,1991,LF,Deion Sanders,23,54,122,110,16,21,1,2,4,13,11,3,12,23,0.191,0.27,0.345,0.616,68,38,1,0,0,0,0,Left,No
15,1991,UT,Tommy Gregg,27,72,120,107,13,20,8,1,1,4,2,2,12,24,0.187,0.275,0.308,0.583,60,33,1,1,0,0,2,Left,No
16,1991,UT,Francisco Cabrera,24,44,102,95,7,23,6,0,4,23,1,1,6,20,0.242,0.284,0.432,0.716,94,41,5,0,0,1,0,Right,No
17,1991,OF,Keith Mitchell,21,48,74,66,11,21,0,0,2,5,3,1,8,12,0.318,0.392,0.409,0.801,121,27,1,0,0,0,0,Right,No
18,1991,1B,Mike Bell,23,17,32,30,4,4,0,0,1,1,1,0,2,7,0.133,0.188,0.233,0.421,15,7,2,0,0,0,0,Left,No
19,1991,C,Jerry Willard,31,17,16,14,1,3,0,0,1,4,0,0,2,5,0.214,0.313,0.429,0.741,102,6,0,0,0,0,0,Left,No
20,1991,UT,Danny Heep,33,14,13,12,4,5,1,0,0,3,0,1,1,4,0.417,0.462,0.5,0.962,165,6,0,0,0,0,0,Left,No
21,1991,SS,Vinny Castilla,23,12,6,5,1,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,11,1,0,0,1,0,0,Right,No
22,1991,SS,Rico Rossy,27,5,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
23,1991,C,Damon Berryhill,27,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes
24,1991,P,Tom Glavine,25,36,95,74,1,17,1,0,0,6,1,0,6,19,0.23,0.288,0.243,0.531,48,18,1,0,15,0,0,Left,No
25,1991,P,Steve Avery,21,37,88,79,4,17,1,1,0,2,1,0,4,31,0.215,0.253,0.253,0.506,40,20,1,0,5,0,0,Left,No
26,1991,P,Charlie Leibrandt,34,36,85,70,1,3,2,1,0,2,0,0,3,18,0.043,0.082,0.1,0.182,-50,7,1,0,12,0,0,Right,No
27,1991,P,John Smoltz,24,38,78,65,7,7,3,0,0,3,0,0,5,28,0.108,0.171,0.154,0.325,-10,10,0,0,8,0,0,Right,No
28,1991,P,Pete Smith,25,14,14,12,1,2,0,0,0,0,0,0,1,5,0.167,0.231,0.167,0.397,11,2,0,0,1,0,0,Right,No
29,1991,P,Kent Mercker,23,50,11,10,0,1,0,0,0,2,0,0,1,7,0.1,0.182,0.1,0.282,-20,1,0,0,0,0,0,Left,No
30,1991,P,Armando Reynoso,25,6,8,7,0,0,0,0,0,0,0,0,1,5,0.0,0.125,0.0,0.125,-62,0,0,0,0,0,0,Right,No
31,1991,P,Mike Stanton,24,74,7,6,0,3,1,0,0,1,0,0,1,1,0.5,0.571,0.667,1.238,240,4,0,0,0,0,0,Left,No
32,1991,P,Marvin Freeman,28,34,7,7,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1991,P,Rick Mahler,37,13,6,5,0,1,1,0,0,0,0,0,0,2,0.2,0.2,0.4,0.6,61,2,0,0,1,0,0,Right,No
34,1991,P,Dan Petry,32,10,5,5,1,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,11,1,0,0,0,0,0,Right,No
35,1991,P,Juan Berenguer,36,49,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,1991,P,Jim Clancy,35,24,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1991,P,Randy St. Claire,30,19,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,176,1,0,0,0,0,0,Right,No
38,1991,P,Mark Wohlers,21,17,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,1991,P,Jeff Parrett,29,18,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,1991,P,Alejandro Pena,32,15,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
41,1991,P,Doug Sisk,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,1991,P,Tony Castillo,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
43,1991,P,Mike Bielecki,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1990,C,Greg Olson,29,100,332,298,36,78,12,1,7,36,1,1,30,51,0.262,0.332,0.379,0.712,92,113,8,2,1,1,4,Right,No
2,1990,1B,David Justice,24,127,504,439,76,124,23,2,28,78,11,6,64,92,0.282,0.373,0.535,0.908,143,235,2,0,0,1,4,Left,No
3,1990,2B,Jeff Treadway,27,128,511,474,56,134,20,2,11,59,3,4,25,42,0.283,0.32,0.403,0.723,94,191,10,3,5,4,1,Left,No
4,1990,SS,Jeff Blauser,24,115,429,386,46,104,24,3,8,39,3,5,35,70,0.269,0.338,0.409,0.747,101,158,4,5,3,0,1,Right,No
5,1990,3B,Jim Presley,28,140,577,541,59,131,34,1,19,72,1,1,29,130,0.242,0.282,0.414,0.697,86,224,10,3,0,4,0,Right,No
6,1990,LF,Lonnie Smith,34,135,537,466,72,142,27,9,9,42,10,10,58,69,0.305,0.384,0.459,0.844,127,214,2,6,1,6,3,Right,No
7,1990,CF,Ron Gant,25,152,631,575,107,174,34,3,32,84,33,16,50,86,0.303,0.357,0.539,0.896,139,310,8,1,1,4,0,Right,No
8,1990,RF,Dale Murphy,34,97,394,349,38,81,14,0,17,55,9,2,41,84,0.232,0.312,0.418,0.731,96,146,11,1,0,3,11,Right,No
9,1990,CF,Oddibe McDowell,27,113,329,305,47,74,14,0,7,25,13,2,21,53,0.243,0.295,0.357,0.652,76,109,3,2,0,1,0,Left,No
10,1990,SS,Andres Thomas,26,84,290,278,26,61,8,0,5,30,2,1,11,43,0.219,0.248,0.302,0.55,48,84,10,0,0,1,2,Right,No
11,1990,IF,Mark Lemke,24,102,266,239,22,54,13,0,0,21,0,1,21,22,0.226,0.286,0.28,0.567,54,67,6,0,4,2,3,Right,Yes
12,1990,1B,Tommy Gregg,26,124,261,239,18,63,13,1,5,32,4,3,20,39,0.264,0.322,0.389,0.711,91,93,1,1,0,1,4,Left,No
13,1990,C,Ernie Whitt,38,67,204,180,14,31,8,0,2,10,0,2,23,27,0.172,0.265,0.25,0.515,40,45,6,0,0,1,1,Left,No
14,1990,1B,Francisco Cabrera,23,63,143,137,14,38,5,1,7,25,1,0,5,21,0.277,0.301,0.482,0.782,108,66,4,0,0,1,0,Right,No
15,1990,C,Jimmy Kremers,24,29,79,73,7,8,1,1,1,2,0,0,6,27,0.11,0.177,0.192,0.369,0,14,0,0,0,0,1,Left,No
16,1990,1B,Mike Bell,22,36,48,45,8,11,5,1,1,5,0,1,2,9,0.244,0.292,0.467,0.758,102,21,4,1,0,0,0,Left,No
17,1990,1B,Nick Esasky,30,9,39,35,2,6,0,0,0,0,0,0,4,14,0.171,0.256,0.171,0.428,18,6,0,0,0,0,0,Right,No
18,1990,IF,Alexis Infante,28,20,32,28,3,1,1,0,0,0,0,0,0,7,0.036,0.069,0.071,0.14,-62,2,2,1,3,0,0,Right,No
19,1990,UT,Jody Davis,33,12,31,28,0,2,0,0,0,1,0,0,3,3,0.071,0.161,0.071,0.233,-35,2,1,0,0,0,0,Right,No
20,1990,OF,Jim Vatcher,25,21,28,27,2,7,1,1,0,3,0,0,1,9,0.259,0.286,0.37,0.656,76,10,0,0,0,0,0,Right,No
21,1990,C,Kelly Mann,22,11,28,28,2,4,1,0,1,2,0,0,0,6,0.143,0.143,0.286,0.429,13,8,2,0,0,0,0,Right,No
22,1990,MI,Victor Rosario,23,9,8,7,3,1,0,0,0,0,0,0,1,1,0.143,0.25,0.143,0.393,9,1,0,0,0,0,0,Right,No
23,1990,LF,Gerónimo Berroa,25,7,5,4,0,0,0,0,0,0,0,0,1,1,0.0,0.2,0.0,0.2,-41,0,0,0,0,0,1,Right,No
24,1990,P,John Smoltz,23,38,87,74,7,12,2,0,0,4,1,0,6,32,0.162,0.225,0.189,0.414,13,14,2,0,7,0,0,Right,No
25,1990,P,Tom Glavine,24,34,78,62,5,7,2,0,0,4,0,0,8,24,0.113,0.211,0.145,0.356,-2,9,0,0,7,1,0,Left,No
26,1990,P,Charlie Leibrandt,33,24,58,50,2,9,0,0,0,3,0,0,3,11,0.18,0.226,0.18,0.406,12,9,0,0,5,0,0,Right,No
27,1990,P,Steve Avery,20,21,32,30,1,4,0,0,0,0,0,0,0,7,0.133,0.133,0.133,0.267,-28,4,1,0,2,0,0,Left,No
28,1990,P,Marty Clary,28,33,31,28,0,0,0,0,0,0,0,0,1,10,0.0,0.034,0.0,0.034,-90,0,1,0,2,0,0,Right,No
29,1990,P,Pete Smith,24,13,28,23,2,2,0,0,0,0,0,0,1,1,0.087,0.125,0.087,0.212,-41,2,0,0,4,0,0,Right,No
30,1990,P,Derek Lilliquist,24,13,23,23,3,8,0,0,2,3,0,0,0,4,0.348,0.348,0.609,0.957,153,14,2,0,0,0,0,Left,No
31,1990,P,Paul Marak,24,7,13,11,1,1,0,0,0,0,0,0,1,4,0.091,0.167,0.091,0.258,-28,1,0,0,1,0,0,Right,No
32,1990,P,Tony Castillo,27,52,10,7,1,1,0,0,0,0,0,0,1,5,0.143,0.25,0.143,0.393,9,1,0,0,2,0,0,Left,No
33,1990,P,Mark Grant,26,33,6,4,1,1,0,0,0,1,0,0,1,2,0.25,0.5,0.25,0.75,110,1,0,1,0,0,0,Right,No
34,1990,P,Kent Mercker,22,36,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
35,1990,P,Rick Luecken,29,36,3,3,1,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1.0,163,2,1,0,0,0,0,Right,No
36,1990,P,Joe Boever,29,33,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1990,P,Tommy Greene,23,5,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
38,1990,P,Jeff Parrett,28,20,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,443,1,0,0,0,0,0,Right,No
39,1990,P,Joe Hesketh,31,31,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
40,1990,P,Charlie Kerfeld,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,1990,P,Sergio Valdez,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,1990,P,Rusty Richards,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
43,1990,P,Doug Sisk,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
