Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
8,1998,RF,Michael Tucker,27,130,469,414,54,101,27,3,13,46,8,3,49,112,0.244,0.327,0.418,0.745,95,173,4,3,1,2,10,Left,No
9,1998,2B,Tony Graffanino,26,105,317,289,32,61,14,1,5,22,1,4,24,68,0.211,0.275,0.318,0.594,56,92,7,2,1,1,0,Right,No
10,1998,SS,Ozzie Guillén,34,83,295,264,35,73,15,1,1,22,1,4,24,25,0.277,0.337,0.352,0.689,82,93,2,1,4,2,0,Left,No
11,1998,OF,Gerald Williams,31,129,289,266,46,81,19,2,10,44,11,5,17,48,0.305,0.352,0.504,0.856,122,134,5,3,2,1,1,Right,No
12,1998,C,Eddie Pérez,30,61,167,149,18,50,12,0,6,32,1,1,15,28,0.336,0.404,0.537,0.941,145,80,3,2,1,0,0,Right,No
13,1998,LF,Danny Bautista,26,82,156,144,17,36,11,0,3,17,1,0,7,21,0.25,0.281,0.389,0.67,74,56,4,0,3,2,0,Right,No
14,1998,OF,Curtis Pride,29,70,121,107,19,27,6,1,3,9,4,0,9,29,0.252,0.325,0.411,0.736,93,44,2,3,1,1,0,Left,No
15,1998,UT,Greg Colbrunn,28,28,49,44,6,13,3,0,1,10,1,0,2,11,0.295,0.367,0.432,0.799,110,19,0,3,0,0,0,Right,No
16,1998,2B,Marty Malloy,26,11,30,28,3,5,1,0,1,1,0,0,2,2,0.179,0.233,0.321,0.555,44,9,0,0,0,0,0,Left,No
17,1998,SS,Rafael Belliard,36,7,20,20,1,5,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,33,5,2,0,0,0,0,Right,No
18,1998,SS,Ray Holbert,27,8,18,15,2,2,0,0,0,1,0,0,2,4,0.133,0.222,0.133,0.356,-3,2,0,0,0,1,0,Right,No
19,1998,1B,Randall Simon,23,7,17,16,2,3,0,0,0,4,0,0,0,1,0.188,0.176,0.188,0.364,-4,3,0,0,0,1,0,Left,No
20,1998,3B,Wes Helms,22,7,13,13,2,4,1,0,1,2,0,0,0,4,0.308,0.308,0.615,0.923,136,8,0,0,0,0,0,Right,No
21,1998,OF,Damon Hollins,24,3,6,6,0,1,0,0,0,0,0,0,0,1,0.167,0.167,0.167,0.333,-12,1,0,0,0,0,0,Right,No
22,1998,RF,George Lombard,22,6,6,6,2,2,0,0,1,1,1,0,0,1,0.333,0.333,0.833,1.167,195,5,0,0,0,0,0,Left,No
23,1998,SS,Mark DeRosa,23,5,3,3,2,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,77,1,0,0,0,0,0,Right,No
24,1998,P,Tom Glavine,32,32,86,71,3,17,3,0,0,7,0,0,1,15,0.239,0.25,0.282,0.532,40,20,0,0,14,0,0,Left,No
25,1998,P,Greg Maddux,32,31,85,75,4,18,3,0,0,4,0,1,4,18,0.24,0.278,0.28,0.558,48,21,0,0,6,0,0,Right,No
26,1998,P,Denny Neagle,29,30,76,63,2,11,1,0,0,3,0,0,4,12,0.175,0.224,0.19,0.414,11,12,1,0,9,0,0,Left,No
27,1998,P,John Smoltz,31,25,68,51,4,10,1,0,0,5,0,0,8,16,0.196,0.317,0.216,0.532,44,11,1,1,8,0,0,Right,No
28,1998,P,Kevin Millwood,23,30,63,50,1,4,1,0,0,1,0,0,6,22,0.08,0.179,0.1,0.279,-24,5,0,0,6,0,0,Right,No
29,1998,P,Dennis Martinez,44,51,13,11,0,1,1,0,0,3,0,0,1,7,0.091,0.167,0.182,0.348,-8,2,1,0,1,0,0,Right,No
30,1998,P,Bruce Chen,21,4,9,7,0,1,0,0,0,1,0,0,0,4,0.143,0.143,0.143,0.286,-24,1,0,0,2,0,0,Left,No
31,1998,P,Brian Edmondson,25,10,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,1998,P,Norm Charlton,35,13,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,Yes
33,1998,P,Alan Embree,28,19,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
34,1998,P,Rudy Seanez,29,34,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,1998,P,Paul Byrd,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,1998,P,Mike Cather,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,1998,P,Mark Wohlers,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,1998,P,John Rocker,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
39,1998,P,Adam Butler,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
40,1998,P,Kerry Ligtenberg,27,71,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,1998,P,Russ Springer,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,1998,P,Odalis Perez,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1997,C,Javy Lopez,26,123,464,414,52,122,28,1,23,68,1,1,40,82,0.295,0.361,0.534,0.895,129,221,9,5,1,4,10,Right,No
2,1997,1B,Fred McGriff,33,152,641,564,77,156,25,1,22,97,5,0,68,112,0.277,0.356,0.441,0.797,106,249,22,4,0,5,4,Left,No
3,1997,2B,Mark Lemke,31,109,397,351,33,86,17,1,2,26,2,0,33,51,0.245,0.306,0.316,0.622,63,111,10,0,8,5,2,Right,Yes
4,1997,SS,Jeff Blauser,31,151,623,519,90,160,31,4,17,70,5,1,70,101,0.308,0.405,0.482,0.886,130,250,13,20,5,9,6,Right,No
5,1997,3B,Chipper Jones,25,157,679,597,100,176,41,3,21,111,20,5,76,88,0.295,0.371,0.479,0.85,119,286,19,0,0,6,8,Right,Yes
6,1997,LF,Ryan Klesko,26,143,525,467,67,122,23,6,24,84,4,4,48,130,0.261,0.334,0.49,0.824,111,229,12,4,1,2,5,Left,No
7,1997,CF,Kenny Lofton,30,122,564,493,90,164,20,6,5,48,27,20,64,83,0.333,0.409,0.428,0.837,119,211,10,2,2,3,5,Left,No
8,1997,RF,Michael Tucker,26,138,554,499,80,141,25,7,14,56,12,7,44,116,0.283,0.347,0.445,0.792,105,222,7,6,4,1,0,Left,No
9,1997,OF,Andruw Jones,20,153,467,399,60,92,18,1,18,70,20,11,56,107,0.231,0.329,0.416,0.745,93,166,11,4,5,3,2,Right,No
10,1997,2B,Tony Graffanino,25,104,221,186,33,48,9,1,8,20,6,4,26,46,0.258,0.344,0.446,0.79,104,83,3,1,3,5,1,Right,No
11,1997,C,Eddie Pérez,29,73,206,191,20,41,5,0,6,18,0,1,10,35,0.215,0.259,0.335,0.594,53,64,8,2,1,2,0,Right,No
12,1997,IF,Keith Lockhart,32,96,169,147,25,41,5,3,6,32,0,0,14,17,0.279,0.337,0.476,0.814,109,70,4,1,3,4,0,Left,No
13,1997,LF,Danny Bautista,25,64,112,103,14,25,3,2,3,9,2,0,5,24,0.243,0.282,0.398,0.68,75,41,3,1,2,1,1,Right,No
14,1997,IF,Mike Mordecai,29,61,89,81,8,14,2,1,0,3,0,1,6,16,0.173,0.227,0.222,0.449,18,18,4,0,1,1,0,Right,No
15,1997,SS,Rafael Belliard,35,72,77,71,9,15,3,0,1,3,0,1,1,17,0.211,0.219,0.296,0.515,33,21,1,0,4,1,0,Right,No
16,1997,1B,Greg Colbrunn,27,28,58,54,3,15,3,0,2,9,0,0,2,11,0.278,0.316,0.444,0.76,95,24,1,1,1,0,0,Right,No
17,1997,UT,Tommy Gregg,33,13,20,19,1,5,2,0,0,0,1,1,1,2,0.263,0.3,0.368,0.668,73,7,0,0,0,0,0,Left,No
18,1997,1B,Randall Simon,22,13,15,14,2,6,1,0,0,1,0,0,1,2,0.429,0.467,0.5,0.967,152,7,1,0,0,0,0,Left,No
19,1997,C,Tim Spehr,30,8,14,14,2,3,1,0,1,4,1,0,0,4,0.214,0.214,0.5,0.714,79,7,0,0,0,0,0,Right,No
20,1997,IF,Ed Giovanola,28,14,10,8,0,2,0,0,0,0,0,0,2,1,0.25,0.4,0.25,0.65,74,2,2,0,0,0,1,Left,No
21,1997,C,Greg Myers,31,9,10,9,0,1,0,0,0,1,0,0,1,3,0.111,0.2,0.111,0.311,-16,1,0,0,0,0,0,Left,No
22,1997,P,John Smoltz,30,35,94,79,10,18,3,0,0,4,1,1,9,22,0.228,0.307,0.266,0.573,51,21,0,0,6,0,0,Right,No
23,1997,P,Tom Glavine,31,31,88,63,6,14,0,0,0,7,0,0,7,13,0.222,0.31,0.222,0.532,42,14,1,1,17,0,0,Left,No
24,1997,P,Denny Neagle,28,32,85,72,6,11,1,0,1,7,0,0,4,35,0.153,0.197,0.208,0.406,6,15,1,0,9,0,0,Left,No
25,1997,P,Greg Maddux,31,31,78,67,3,7,2,0,0,4,1,0,5,21,0.104,0.167,0.134,0.301,-20,9,0,0,6,0,0,Right,No
26,1997,P,Terrell Wade,24,12,15,12,0,3,0,0,0,1,0,0,2,5,0.25,0.357,0.25,0.607,62,3,0,0,1,0,0,Left,No
27,1997,P,Kevin Millwood,22,11,14,12,0,0,0,0,0,0,0,0,1,8,0.0,0.077,0.0,0.077,-78,0,0,0,1,0,0,Right,No
28,1997,P,Chris Brock,27,7,10,10,0,1,0,0,0,1,0,0,0,2,0.1,0.1,0.1,0.2,-48,1,1,0,0,0,0,Right,No
29,1997,P,Paul Byrd,26,31,9,7,0,1,0,0,0,1,0,0,0,2,0.143,0.143,0.143,0.286,-25,1,0,0,2,0,0,Right,No
30,1997,P,Mike Bielecki,37,48,3,2,0,0,0,0,0,0,0,0,1,1,0.0,0.333,0.0,0.333,-3,0,0,0,0,0,0,Right,No
31,1997,P,Mark Wohlers,27,68,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,1997,P,Mike Cather,26,34,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,1997,P,Brad Clontz,26,50,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,1997,P,Joe Borowski,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
35,1997,P,Alan Embree,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
36,1997,P,Kerry Ligtenberg,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
37,1997,P,John LeRoy,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,1997,P,Chad Fox,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,1996,C,Javy Lopez,25,138,526,489,56,138,19,1,23,69,1,6,28,84,0.282,0.322,0.466,0.788,101,228,17,3,1,5,5,Right,No
2,1996,1B,Fred McGriff,32,159,691,617,81,182,37,1,28,107,7,3,68,116,0.295,0.365,0.494,0.859,120,305,20,2,0,4,12,Left,No
3,1996,2B,Mark Lemke,30,135,562,498,64,127,17,0,5,37,5,2,53,48,0.255,0.323,0.319,0.642,68,159,9,0,5,6,1,Right,Yes
4,1996,SS,Jeff Blauser,30,83,312,265,48,65,14,1,10,35,6,0,40,54,0.245,0.356,0.419,0.775,100,111,7,6,0,1,3,Right,No
5,1996,3B,Chipper Jones,24,157,693,598,114,185,32,5,30,110,14,1,87,88,0.309,0.393,0.53,0.923,137,317,14,0,1,7,0,Right,Yes
6,1996,LF,Ryan Klesko,25,153,605,528,90,149,21,4,34,93,6,3,68,129,0.282,0.364,0.53,0.894,128,280,10,2,0,4,10,Left,No
7,1996,CF,Marquis Grissom,29,158,723,671,106,207,32,10,23,74,28,11,41,73,0.308,0.349,0.489,0.838,114,328,12,3,4,4,6,Right,No
8,1996,RF,Jermaine Dye,22,98,306,292,32,82,16,0,12,37,1,4,8,67,0.281,0.304,0.459,0.763,94,134,11,3,0,3,0,Right,No
9,1996,3B,Terry Pendleton,35,42,177,162,21,33,6,0,4,17,2,1,15,36,0.204,0.271,0.315,0.586,51,51,8,0,0,0,1,Right,Yes
10,1996,RF,Dwight Smith,32,101,172,153,16,31,5,0,3,16,1,3,17,42,0.203,0.285,0.294,0.579,51,45,2,1,0,1,1,Left,No
11,1996,C,Eddie Pérez,28,68,167,156,19,40,9,1,4,17,0,0,8,19,0.256,0.293,0.404,0.697,79,63,6,1,0,2,0,Right,No
12,1996,RF,David Justice,30,40,164,140,23,45,9,0,6,25,1,1,21,22,0.321,0.409,0.514,0.923,137,72,5,1,0,2,1,Left,No
13,1996,SS,Rafael Belliard,34,87,148,142,9,24,7,0,0,3,3,1,2,22,0.169,0.179,0.218,0.398,2,31,6,0,3,1,0,Right,No
14,1996,IF,Mike Mordecai,28,66,122,108,12,26,5,0,2,8,1,0,9,24,0.241,0.297,0.343,0.639,65,37,1,0,4,1,1,Right,No
15,1996,OF,Andruw Jones,19,31,113,106,11,23,7,1,5,13,3,0,7,29,0.217,0.265,0.443,0.709,80,47,1,0,0,0,0,Right,No
16,1996,RF,Mark Whiten,29,36,107,90,12,23,5,1,3,17,2,5,16,25,0.256,0.364,0.433,0.798,106,39,2,0,0,1,0,Right,Yes
17,1996,SS,Ed Giovanola,27,43,94,82,10,19,2,0,0,7,1,0,8,13,0.232,0.304,0.256,0.56,47,21,3,1,2,1,0,Left,No
18,1996,OF,Jerome Walton,30,37,55,47,9,16,5,0,1,4,0,0,5,10,0.34,0.389,0.511,0.9,131,24,1,0,1,2,0,Right,No
19,1996,2B,Tony Graffanino,24,22,52,46,7,8,1,1,0,2,0,0,4,13,0.174,0.25,0.239,0.489,28,11,0,1,0,1,0,Right,No
20,1996,LF,Luis Polonia,32,22,33,31,3,13,0,0,0,2,1,1,1,3,0.419,0.424,0.419,0.844,120,13,0,0,0,1,0,Left,No
21,1996,UT,Tyler Houston,25,33,28,27,3,6,2,1,1,8,0,0,1,9,0.222,0.25,0.481,0.731,84,13,1,0,0,0,0,Left,No
22,1996,OF,Danny Bautista,24,17,23,20,1,3,0,0,0,1,0,0,2,5,0.15,0.261,0.15,0.411,10,3,3,1,0,0,0,Right,No
23,1996,C,Joe Ayrault,24,7,6,5,0,1,0,0,0,0,0,0,0,1,0.2,0.333,0.2,0.533,43,1,1,1,0,0,0,Right,No
24,1996,SS,Pablo Martinez,27,4,3,2,1,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0,161,1,0,0,1,0,0,Right,Yes
25,1996,P,John Smoltz,29,35,98,78,3,17,3,0,1,12,0,0,3,26,0.218,0.253,0.295,0.548,42,23,0,1,15,1,0,Right,No
26,1996,P,Tom Glavine,30,39,96,76,8,22,4,0,0,3,0,0,5,17,0.289,0.333,0.342,0.675,76,26,2,0,15,0,0,Left,No
27,1996,P,Greg Maddux,30,35,82,68,6,10,2,0,0,2,0,0,3,12,0.147,0.183,0.176,0.36,-6,12,0,0,11,0,0,Right,No
28,1996,P,Steve Avery,26,24,50,46,5,11,4,1,2,11,0,0,1,12,0.239,0.245,0.5,0.745,87,23,1,0,1,2,0,Left,No
29,1996,P,Jason Schmidt,23,13,22,19,1,0,0,0,0,1,0,0,2,9,0.0,0.095,0.0,0.095,-72,0,0,0,1,0,0,Right,No
30,1996,P,Terrell Wade,23,44,16,13,0,2,0,0,0,1,0,0,1,7,0.154,0.214,0.154,0.368,-2,2,1,0,2,0,0,Left,No
31,1996,P,Denny Neagle,27,6,15,14,0,2,0,0,0,2,0,0,1,3,0.143,0.2,0.143,0.343,-9,2,0,0,0,0,0,Left,No
32,1996,P,Mike Bielecki,36,40,12,10,1,1,0,0,0,1,0,0,2,5,0.1,0.25,0.1,0.35,-4,1,0,0,0,0,0,Right,No
33,1996,P,Brad Woodall,27,8,6,5,0,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0.533,43,1,0,0,0,0,0,Right,Yes
34,1996,P,Brad Clontz,25,81,5,2,1,0,0,0,0,0,0,0,2,2,0.0,0.5,0.0,0.5,45,0,0,0,1,0,0,Right,No
35,1996,P,Joe Borowski,25,22,3,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
36,1996,P,Mark Wohlers,26,77,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,1996,P,Tom Thobe,26,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
38,1996,P,Pedro Borbón,28,43,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,421,1,0,0,0,0,0,Right,No
39,1996,P,Dean Hartgraves,29,20,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
40,1996,P,Greg McMichael,29,73,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,1996,P,Kevin Lomon,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,1996,P,Carl Schutz,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1995,C,Javy Lopez,24,100,352,333,37,105,11,4,14,51,0,1,14,57,0.315,0.344,0.498,0.842,117,166,13,2,0,3,0,Right,No
2,1995,1B,Fred McGriff,31,144,604,528,85,148,27,1,27,93,3,6,65,99,0.28,0.361,0.489,0.85,119,258,19,5,0,6,6,Left,No
3,1995,2B,Mark Lemke,29,116,453,399,42,101,16,5,5,38,2,2,44,40,0.253,0.325,0.356,0.681,78,142,17,0,7,3,4,Right,Yes
4,1995,SS,Jeff Blauser,29,115,504,431,60,91,16,2,12,31,8,5,57,107,0.211,0.319,0.341,0.66,73,147,6,12,2,2,2,Right,No
5,1995,3B,Chipper Jones,23,140,602,524,87,139,22,3,23,86,8,4,73,99,0.265,0.353,0.45,0.803,108,236,10,0,1,4,1,Right,Yes
6,1995,LF,Ryan Klesko,24,107,381,329,48,102,25,2,23,70,5,4,47,72,0.31,0.396,0.608,1.004,158,200,8,2,0,3,10,Left,No
7,1995,CF,Marquis Grissom,28,139,606,551,80,142,23,3,12,42,29,9,47,61,0.258,0.317,0.376,0.693,80,207,8,3,1,4,4,Right,No
8,1995,RF,David Justice,29,120,491,411,73,104,17,2,24,78,4,2,73,68,0.253,0.365,0.479,0.844,118,197,5,2,0,5,5,Left,No
9,1995,C,Charlie O'Brien,35,67,233,198,18,45,7,0,9,23,0,1,29,40,0.227,0.343,0.399,0.742,93,79,8,6,0,0,2,Right,No
10,1995,MI,Rafael Belliard,33,75,192,180,12,40,2,1,0,7,2,2,6,28,0.222,0.255,0.244,0.5,31,44,4,2,4,0,2,Right,No
11,1995,LF,Mike Kelly,25,97,153,137,26,26,6,1,3,17,7,3,11,49,0.19,0.258,0.314,0.572,49,43,2,2,2,1,0,Right,No
12,1995,OF,Dwight Smith,31,103,147,131,16,33,8,2,3,21,0,3,13,35,0.252,0.327,0.412,0.739,91,54,2,2,0,1,1,Left,No
13,1995,3B,Jose Oliva,24,48,116,109,7,17,4,0,5,12,0,0,7,22,0.156,0.207,0.33,0.537,38,36,2,0,0,0,0,Right,No
14,1995,IF,Mike Mordecai,27,69,87,75,10,21,6,0,3,11,0,0,9,16,0.28,0.353,0.48,0.833,115,36,0,0,2,1,0,Right,No
15,1995,OF,Mike Devereaux,32,29,57,55,7,14,3,0,1,8,2,0,2,11,0.255,0.281,0.364,0.644,67,20,1,0,0,0,0,Right,No
16,1995,OF,Luis Polonia,31,28,57,53,6,14,7,0,0,2,3,0,3,9,0.264,0.304,0.396,0.7,81,21,0,0,1,0,0,Left,No
17,1995,OF,Brian Kowitz,25,10,28,24,3,4,1,0,0,3,0,1,2,5,0.167,0.259,0.208,0.468,24,5,0,1,1,0,0,Left,No
18,1995,IF,Ed Giovanola,26,13,17,14,2,1,0,0,0,0,0,0,3,5,0.071,0.235,0.071,0.307,-15,1,1,0,0,0,0,Left,No
19,1995,UT,Eddie Pérez,27,7,13,13,1,4,1,0,1,4,0,0,0,2,0.308,0.308,0.615,0.923,134,8,0,0,0,0,0,Right,No
20,1995,3B,Mike Sharperson,33,7,7,7,1,1,1,0,0,2,0,0,0,2,0.143,0.143,0.286,0.429,8,2,0,0,0,0,0,Right,No
21,1995,P,Greg Maddux,29,28,81,72,8,11,2,0,0,0,0,0,3,22,0.153,0.187,0.181,0.367,-3,13,0,0,6,0,0,Right,No
22,1995,P,Tom Glavine,29,29,74,63,6,14,1,0,1,8,0,0,2,15,0.222,0.258,0.286,0.543,42,18,0,1,8,0,0,Left,No
23,1995,P,John Smoltz,28,29,69,56,5,6,0,0,0,1,0,0,7,25,0.107,0.206,0.107,0.313,-15,6,0,0,6,0,0,Right,No
24,1995,P,Steve Avery,25,29,63,53,4,11,1,1,2,4,0,0,1,17,0.208,0.218,0.377,0.596,52,20,0,0,8,1,0,Left,No
25,1995,P,Kent Mercker,27,29,54,48,1,5,3,0,0,5,0,0,0,17,0.104,0.104,0.167,0.271,-31,8,0,0,6,0,0,Left,No
26,1995,P,Greg McMichael,28,67,7,6,0,0,0,0,0,0,0,0,1,4,0.0,0.143,0.0,0.143,-58,0,0,0,0,0,0,Right,No
27,1995,P,Jason Schmidt,22,9,7,5,0,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0.533,44,1,0,0,1,0,0,Right,No
28,1995,P,Mark Wohlers,25,65,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
29,1995,P,Brad Clontz,24,59,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
30,1995,P,Matt Murray,24,4,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,163,1,0,0,0,0,0,Left,No
31,1995,P,Pedro Borbón,27,41,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,1995,P,Brad Woodall,26,9,1,1,0,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0,425,1,0,0,0,0,0,Right,Yes
33,1995,P,Steve Bedrosian,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
34,1995,P,Tom Thobe,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
35,1995,P,Terrell Wade,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
36,1995,P,Mike Stanton,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
37,1995,P,Rod Nichols,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,1995,P,Terry Clark,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
39,1995,P,Alejandro Pena,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,1995,P,Darrell May,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,1994,C,Javy Lopez,23,80,303,277,27,68,9,0,13,35,0,2,17,61,0.245,0.299,0.419,0.718,84,116,12,5,2,2,0,Right,No
2,1994,1B,Fred McGriff,30,113,478,424,81,135,25,1,34,94,7,3,50,76,0.318,0.389,0.623,1.012,157,264,8,1,0,3,8,Left,No
3,1994,2B,Mark Lemke,28,104,394,350,40,103,15,0,3,31,0,3,38,37,0.294,0.363,0.363,0.726,89,127,11,0,6,0,12,Right,Yes
4,1994,SS,Jeff Blauser,28,96,434,380,56,98,21,4,6,45,1,3,38,64,0.258,0.329,0.382,0.71,84,145,11,5,5,6,0,Right,No
5,1994,3B,Terry Pendleton,33,77,324,309,25,78,18,3,7,30,2,0,12,57,0.252,0.28,0.398,0.678,73,123,8,0,3,0,3,Right,Yes
6,1994,LF,Ryan Klesko,23,92,276,245,42,68,13,3,17,47,1,0,26,48,0.278,0.344,0.563,0.907,130,138,8,1,0,4,3,Left,No
7,1994,CF,Roberto Kelly,29,63,281,255,44,73,15,3,6,24,10,3,24,36,0.286,0.345,0.439,0.784,102,112,5,0,0,2,0,Right,No
8,1994,RF,David Justice,28,104,424,352,61,110,16,2,19,59,2,4,69,45,0.313,0.427,0.531,0.958,147,187,8,2,0,1,5,Left,No
9,1994,CF,Deion Sanders,26,46,211,191,32,55,10,0,4,21,19,7,16,28,0.288,0.343,0.403,0.746,93,77,4,1,1,2,1,Left,No
10,1994,LF,Dave Gallagher,33,89,177,152,27,34,5,0,2,14,0,2,22,17,0.224,0.326,0.296,0.622,63,45,5,1,2,0,2,Right,No
11,1994,C,Charlie O'Brien,34,51,172,152,24,37,11,0,8,28,0,0,15,24,0.243,0.322,0.474,0.795,103,72,5,3,1,1,2,Right,No
12,1994,OF,Tony Tarasco,23,87,144,132,16,36,6,0,5,19,5,0,9,17,0.273,0.313,0.432,0.744,91,57,5,0,0,3,1,Left,No
13,1994,3B,Bill Pecota,34,64,130,112,11,24,5,0,2,16,1,0,16,16,0.214,0.31,0.313,0.623,62,35,3,0,1,1,1,Right,No
14,1994,MI,Rafael Belliard,32,46,127,120,9,29,7,1,0,9,0,2,2,29,0.242,0.264,0.317,0.581,50,38,4,2,2,1,1,Right,No
15,1994,OF,Mike Kelly,24,30,80,77,14,21,10,1,2,9,0,1,2,17,0.273,0.3,0.506,0.806,104,39,1,1,0,0,0,Right,No
16,1994,3B,Jose Oliva,23,19,66,59,9,17,5,0,6,11,0,1,7,10,0.288,0.364,0.678,1.042,162,40,2,0,0,0,0,Right,No
17,1994,OF,Jarvis Brown,27,17,16,15,3,2,1,0,1,1,0,0,0,2,0.133,0.133,0.4,0.533,31,6,1,0,1,0,0,Right,No
18,1994,SS,Mike Mordecai,26,4,5,4,1,1,0,0,1,3,0,0,1,0,0.25,0.4,1.0,1.4,247,4,0,0,0,0,0,Right,No
